,Apprehension Date,Apprehension State,Apprehension County,Apprehension AOR,Final Program,Final Program Group,Apprehension Method,Apprehension Criminality,Case Status,Case Category,Departed Date,Departure Country,Final Order Yes No,Final Order Date,Birth Date,Birth Year,Citizenship Country,Gender,Apprehension Site Landmark,Alien File Number,EID Case ID,EID Subject ID,Unique Identifier,comparetime,method_cat,approx_age,year,month,day,standardized_date,extracted_state,time_diff,within_24h,county,flag,in_custody_arrest
100,2024-06-07 10:07:00,north carolina,,atlanta area of responsibility,Fugitive Operations,ICE,Probation and Parole,1 Convicted Criminal,6-Deported/Removed - Deportability,[11] Administrative Deportation / Removal,2024-07-01,MEXICO,YES,2024-06-24,"(b)(6), (b)(7)(C)",1977,MEXICO,Male,johnston county fugitive operations,"(b)(6), (b)(7)(C)","(b)(6), (b)(7)(C), (b)(7)(E)","(b)(6), (b)(7)(C), (b)(7)(E)",0572346a51eb3c925aae2eaa622ab7a6107a4459,last_year,probation and parole,48,2024,6,01,2024-06-01,,,False,johnston county,,y
101,2025-02-11 09:52:00,north carolina,,atlanta area of responsibility,Alternatives to Detention,ICE,Non-Custodial Arrest,3 Other Immigration Violator,8-Excluded/Removed - Inadmissibility,[8F] Expedited Removal,2025-04-03,VENEZUELA,YES,2024-05-07,"(b)(6), (b)(7)(C)",1969,VENEZUELA,Male,ero charlotte,"(b)(6), (b)(7)(C)","(b)(6), (b)(7)(C), (b)(7)(E)","(b)(6), (b)(7)(C), (b)(7)(E)",05a9f84051d5e744d70149147ec3c1218b8540ef,this_year,"non-custodial, located, traffic check or worksite enforcement",56,2025,2,01,2025-02-01,,,False,mecklenburg county,,n
102,2025-06-04 08:24:00,north carolina,,atlanta area of responsibility,Fugitive Operations,ICE,Non-Custodial Arrest,1 Convicted Criminal,3-Voluntary Departure Confirmed,[8C] Excludable / Inadmissible - Administrative Final Order Issued,2025-07-11,MEXICO,NO,,"(b)(6), (b)(7)(C)",1980,MEXICO,Male,"mecklenburg county, nc","(b)(6), (b)(7)(C)","(b)(6), (b)(7)(C), (b)(7)(E)","(b)(6), (b)(7)(C), (b)(7)(E)",05aa7ac7cd282340c2cf9cb47998c67959b0abea,this_year,"non-custodial, located, traffic check or worksite enforcement",45,2025,6,01,2025-06-01,,,False,mecklenburg county,,n
103,2024-05-09 09:14:00,north carolina,,atlanta area of responsibility,ERO Criminal Alien Program,ICE,CAP Local Incarceration,1 Convicted Criminal,6-Deported/Removed - Deportability,[16] Reinstated Final Order,2024-06-17,HONDURAS,YES,2024-01-23,"(b)(6), (b)(7)(C)",1973,HONDURAS,Male,"rdu general area, non-specific","(b)(6), (b)(7)(C)","(b)(6), (b)(7)(C), (b)(7)(E)","(b)(6), (b)(7)(C), (b)(7)(E)",05b6ff4d928c525200cd8b9d24f1bef9bdc43cae,last_year,"federal, state or local incarceration",52,2024,5,01,2024-05-01,,,False,wake county,,y
104,2024-11-13 15:34:00,north carolina,,atlanta area of responsibility,Alternatives to Detention,ICE,Non-Custodial Arrest,3 Other Immigration Violator,ACTIVE,[8A] Excludable / Inadmissible - Hearing Not Commenced,,,NO,,"(b)(6), (b)(7)(C)",1996,NICARAGUA,Male,"mecklenburg county, nc","(b)(6), (b)(7)(C)","(b)(6), (b)(7)(C), (b)(7)(E)","(b)(6), (b)(7)(C), (b)(7)(E)",05bd3c8ec7350df1bb1d479bf2bdc53638729427,not in compare range,"non-custodial, located, traffic check or worksite enforcement",29,2024,11,01,2024-11-01,,,False,mecklenburg county,,n
105,2025-05-06 15:30:00,,,atlanta area of responsibility,ERO Criminal Alien Program,ICE,CAP Local Incarceration,2 Pending Criminal Charges,8-Excluded/Removed - Inadmissibility,[8C] Excludable / Inadmissible - Administrative Final Order Issued,2025-06-17,MEXICO,YES,2025-06-12,"(b)(6), (b)(7)(C)",1995,MEXICO,Male,henderson county jail,"(b)(6), (b)(7)(C)","(b)(6), (b)(7)(C), (b)(7)(E)","(b)(6), (b)(7)(C), (b)(7)(E)",05c4d608549d3782b2602065cb80796b8053dbec,this_year,"federal, state or local incarceration",30,2025,5,01,2025-05-01,,,False,henderson county,,y
106,2024-02-16 09:57:00,north carolina,,atlanta area of responsibility,Fugitive Operations,ICE,Probation and Parole,1 Convicted Criminal,8-Excluded/Removed - Inadmissibility,[8C] Excludable / Inadmissible - Administrative Final Order Issued,2024-04-08,MEXICO,YES,2024-03-26,"(b)(6), (b)(7)(C)",1973,MEXICO,Male,"person county, nc","(b)(6), (b)(7)(C)","(b)(6), (b)(7)(C), (b)(7)(E)","(b)(6), (b)(7)(C), (b)(7)(E)",05e2336e86d19eb7dcf63c6bd994c8286dfc8ef1,last_year,probation and parole,52,2024,2,01,2024-02-01,,,False,person county,,y
107,2025-05-27 14:08:00,north carolina,,atlanta area of responsibility,ERO Criminal Alien Program,ICE,CAP Local Incarceration,3 Other Immigration Violator,8-Excluded/Removed - Inadmissibility,[8F] Expedited Removal,2025-07-09,HONDURAS,YES,2025-06-03,"(b)(6), (b)(7)(C)",1990,VENEZUELA,Male,"mecklenburg county, nc","(b)(6), (b)(7)(C)","(b)(6), (b)(7)(C), (b)(7)(E)","(b)(6), (b)(7)(C), (b)(7)(E)",05f192415b6bb63ce7eba5d9a5b8001b930e2b02,this_year,"federal, state or local incarceration",35,2025,5,01,2025-05-01,,,False,mecklenburg county,,y
108,2024-10-09 09:36:00,north carolina,,atlanta area of responsibility,ERO Criminal Alien Program,ICE,CAP Local Incarceration,3 Other Immigration Violator,ACTIVE,[8A] Excludable / Inadmissible - Hearing Not Commenced,,,NO,,"(b)(6), (b)(7)(C)",1988,NICARAGUA,Male,"mecklenburg county, nc","(b)(6), (b)(7)(C)","(b)(6), (b)(7)(C), (b)(7)(E)","(b)(6), (b)(7)(C), (b)(7)(E)",05fb0d66ecd29067d472daca505487656446717e,not in compare range,"federal, state or local incarceration",37,2024,10,01,2024-10-01,,,False,mecklenburg county,,y
109,2025-05-14 13:55:32,north carolina,,atlanta area of responsibility,287G Program,ICE,287(g) Program,1 Convicted Criminal,ACTIVE,[8B] Excludable / Inadmissible - Under Adjudication by IJ,,,NO,,"(b)(6), (b)(7)(C)",1993,EL SALVADOR,Male,"ccn general area, cabarrus 287g","(b)(6), (b)(7)(C)","(b)(6), (b)(7)(C), (b)(7)(E)","(b)(6), (b)(7)(C), (b)(7)(E)",05fc4ca965dfadfd9f78e06a33c358ff36153402,this_year,287g,32,2025,5,01,2025-05-01,,,False,cabarrus county,,y
110,2024-12-11 11:28:00,north carolina,,atlanta area of responsibility,ERO Criminal Alien Program,ICE,CAP Local Incarceration,1 Convicted Criminal,6-Deported/Removed - Deportability,[3] Deportable - Administratively Final Order,2025-05-30,MEXICO,YES,2025-05-24,"(b)(6), (b)(7)(C)",1991,MEXICO,Male,"mecklenburg county, nc","(b)(6), (b)(7)(C)","(b)(6), (b)(7)(C), (b)(7)(E)","(b)(6), (b)(7)(C), (b)(7)(E)",0614cf7df2b07f0fd281756c5c183d6a0eca2424,not in compare range,"federal, state or local incarceration",34,2024,12,01,2024-12-01,,,False,mecklenburg county,,y
111,2025-02-14 09:01:00,north carolina,,atlanta area of responsibility,Fugitive Operations,ICE,Located,1 Convicted Criminal,,,,,,,"(b)(6), (b)(7)(C)",1992,MEXICO,Male,"mecklenburg county, nc","(b)(6), (b)(7)(C)",,"(b)(6), (b)(7)(C), (b)(7)(E)",0640f2ff81cbaea2159096f60b9717d56e5a0ba8,this_year,"non-custodial, located, traffic check or worksite enforcement",33,2025,2,01,2025-02-01,,,False,mecklenburg county,,n
112,2025-05-24 12:03:00,nc,,atlanta area of responsibility,Fugitive Operations,ICE,CAP Local Incarceration,3 Other Immigration Violator,8-Excluded/Removed - Inadmissibility,[8C] Excludable / Inadmissible - Administrative Final Order Issued,2025-06-11,HONDURAS,YES,2017-11-07,"(b)(6), (b)(7)(C)",1988,HONDURAS,Male,"mecklenburg county, nc","(b)(6), (b)(7)(C)","(b)(6), (b)(7)(C), (b)(7)(E)","(b)(6), (b)(7)(C), (b)(7)(E)",0656b09ea467b6adb7469bc37dfbad1d3007e514,this_year,"federal, state or local incarceration",37,2025,5,01,2025-05-01,,,False,mecklenburg county,,y
113,2023-09-06 11:47:00,north carolina,,atlanta area of responsibility,Fugitive Operations,ICE,Probation and Parole,1 Convicted Criminal,6-Deported/Removed - Deportability,[11] Administrative Deportation / Removal,2023-10-09,MEXICO,YES,2023-09-26,"(b)(6), (b)(7)(C)",1970,MEXICO,Male,duplin county fugitive operations,"(b)(6), (b)(7)(C)","(b)(6), (b)(7)(C), (b)(7)(E)","(b)(6), (b)(7)(C), (b)(7)(E)",06be46a349d08ce66f0b00b8867652de5bb88d4f,not in compare range,probation and parole,55,2023,9,01,2023-09-01,,,False,duplin county,,y
114,2024-06-27 10:33:00,north carolina,,atlanta area of responsibility,ERO Criminal Alien Program,ICE,CAP Local Incarceration,1 Convicted Criminal,8-Excluded/Removed - Inadmissibility,[8C] Excludable / Inadmissible - Administrative Final Order Issued,2024-08-26,MEXICO,YES,2024-07-29,"(b)(6), (b)(7)(C)",1987,MEXICO,Male,surry county jail,"(b)(6), (b)(7)(C)","(b)(6), (b)(7)(C), (b)(7)(E)","(b)(6), (b)(7)(C), (b)(7)(E)",06c433a835e075ceb5b53e48229d474883eb4cb4,last_year,"federal, state or local incarceration",38,2024,6,01,2024-06-01,,,False,surry county,,y
115,2024-06-17 08:35:00,north carolina,,atlanta area of responsibility,Alternatives to Detention,ICE,Non-Custodial Arrest,3 Other Immigration Violator,8-Excluded/Removed - Inadmissibility,[8G] Expedited Removal - Credible Fear Referral,2024-06-18,MEXICO,YES,2024-06-06,"(b)(6), (b)(7)(C)",2003,MEXICO,Female,"mecklenburg county, nc","(b)(6), (b)(7)(C)","(b)(6), (b)(7)(C), (b)(7)(E)","(b)(6), (b)(7)(C), (b)(7)(E)",06caf8a9909e54b67f321c3be506b7f38271d2d5,last_year,"non-custodial, located, traffic check or worksite enforcement",22,2024,6,01,2024-06-01,,,False,mecklenburg county,,n
116,2024-02-12 11:15:00,north carolina,,atlanta area of responsibility,ERO Criminal Alien Program,ICE,CAP Local Incarceration,1 Convicted Criminal,8-Excluded/Removed - Inadmissibility,[16] Reinstated Final Order,2024-03-25,MEXICO,YES,2013-07-25,"(b)(6), (b)(7)(C)",1994,MEXICO,Male,new hanover county jail,"(b)(6), (b)(7)(C)","(b)(6), (b)(7)(C), (b)(7)(E)","(b)(6), (b)(7)(C), (b)(7)(E)",06ce7a02fab7563853f887c2e16b7ee958aee74e,last_year,"federal, state or local incarceration",31,2024,2,01,2024-02-01,,,False,new hanover county,,y
117,2025-04-09 08:28:00,north carolina,,atlanta area of responsibility,ERO Criminal Alien Program,ICE,CAP Local Incarceration,1 Convicted Criminal,ACTIVE,[16] Reinstated Final Order,,,YES,2019-04-17,"(b)(6), (b)(7)(C)",1973,MEXICO,Male,"mecklenburg county, nc","(b)(6), (b)(7)(C)","(b)(6), (b)(7)(C), (b)(7)(E)","(b)(6), (b)(7)(C), (b)(7)(E)",06d95d016c9faac4d68f99544af78415b0998df3,this_year,"federal, state or local incarceration",52,2025,4,01,2025-04-01,,,False,mecklenburg county,,y
118,2025-01-29 08:44:00,north carolina,,atlanta area of responsibility,ERO Criminal Alien Program,ICE,CAP Local Incarceration,2 Pending Criminal Charges,,,,,,,"(b)(6), (b)(7)(C)",1987,MEXICO,Male,cleveland county jail,"(b)(6), (b)(7)(C)",,"(b)(6), (b)(7)(C), (b)(7)(E)",07010e9e53964738a5b86671ab2b8166da08d7ef,this_year,"federal, state or local incarceration",38,2025,1,01,2025-01-01,,,False,cleveland county,,y
119,2025-03-21 13:15:00,north carolina,,atlanta area of responsibility,ERO Criminal Alien Program,ICE,CAP Local Incarceration,1 Convicted Criminal,ACTIVE,[8B] Excludable / Inadmissible - Under Adjudication by IJ,,,NO,,"(b)(6), (b)(7)(C)",1989,HONDURAS,Male,rowan county jail,"(b)(6), (b)(7)(C)","(b)(6), (b)(7)(C), (b)(7)(E)","(b)(6), (b)(7)(C), (b)(7)(E)",070aae9d250ab514c557a866e57f0b7c47449c7d,this_year,"federal, state or local incarceration",36,2025,3,01,2025-03-01,,,False,rowan county,,y
120,2025-02-12 11:20:31,north carolina,,atlanta area of responsibility,Fugitive Operations,ICE,Probation and Parole,1 Convicted Criminal,ACTIVE,[16] Reinstated Final Order,,,YES,2010-02-08,"(b)(6), (b)(7)(C)",1979,MEXICO,Male,"winston-salem, nc","(b)(6), (b)(7)(C)","(b)(6), (b)(7)(C), (b)(7)(E)","(b)(6), (b)(7)(C), (b)(7)(E)",0718fb951f7f0aa19f4ace5959253091749713ba,this_year,probation and parole,46,2025,2,01,2025-02-01,,,False,forsyth county,,y
121,2024-06-05 07:38:00,north carolina,,atlanta area of responsibility,ERO Criminal Alien Program,ICE,CAP Local Incarceration,1 Convicted Criminal,8-Excluded/Removed - Inadmissibility,[8C] Excludable / Inadmissible - Administrative Final Order Issued,2024-06-24,GUATEMALA,YES,2016-11-28,"(b)(6), (b)(7)(C)",1974,GUATEMALA,Male,"mecklenburg county, nc","(b)(6), (b)(7)(C)","(b)(6), (b)(7)(C), (b)(7)(E)","(b)(6), (b)(7)(C), (b)(7)(E)",0728f2e0f8ce0f7a2624960335c86ffaf871a5e9,last_year,"federal, state or local incarceration",51,2024,6,01,2024-06-01,,,False,mecklenburg county,,y
122,2025-03-26 10:19:00,north carolina,,atlanta area of responsibility,Fugitive Operations,ICE,Non-Custodial Arrest,3 Other Immigration Violator,3-Voluntary Departure Confirmed,[3] Deportable - Administratively Final Order,2025-05-16,MEXICO,NO,,"(b)(6), (b)(7)(C)",1996,MEXICO,Male,"cabarrus county, nc","(b)(6), (b)(7)(C)","(b)(6), (b)(7)(C), (b)(7)(E)","(b)(6), (b)(7)(C), (b)(7)(E)",072a225e9de36f258350944ecb6defba63ac5cf2,this_year,"non-custodial, located, traffic check or worksite enforcement",29,2025,3,01,2025-03-01,,,False,cabarrus county,,n
123,2024-11-15 11:37:00,north carolina,,atlanta area of responsibility,ERO Criminal Alien Program,ICE,CAP Local Incarceration,1 Convicted Criminal,6-Deported/Removed - Deportability,[16] Reinstated Final Order,2024-12-09,MEXICO,YES,2012-11-29,"(b)(6), (b)(7)(C)",1987,MEXICO,Male,"rdu general area, non-specific","(b)(6), (b)(7)(C)","(b)(6), (b)(7)(C), (b)(7)(E)","(b)(6), (b)(7)(C), (b)(7)(E)",072d4f50a00e1cc8c429e990fe0a40eb671c19c8,not in compare range,"federal, state or local incarceration",38,2024,11,01,2024-11-01,,,False,wake county,,y
124,2025-05-01 10:52:00,north carolina,,atlanta area of responsibility,ERO Criminal Alien Program,ICE,CAP Local Incarceration,3 Other Immigration Violator,ACTIVE,[8C] Excludable / Inadmissible - Administrative Final Order Issued,,,YES,2025-07-22,"(b)(6), (b)(7)(C)",1979,GUATEMALA,Female,sampson county jail,"(b)(6), (b)(7)(C)","(b)(6), (b)(7)(C), (b)(7)(E)","(b)(6), (b)(7)(C), (b)(7)(E)",0738b3848e701411a886952829c31fcc9414fcb7,this_year,"federal, state or local incarceration",46,2025,5,01,2025-05-01,,,False,sampson county,,y
125,2024-03-29 12:30:00,north carolina,,atlanta area of responsibility,ERO Criminal Alien Program,ICE,CAP State Incarceration,1 Convicted Criminal,8-Excluded/Removed - Inadmissibility,[8C] Excludable / Inadmissible - Administrative Final Order Issued,2024-04-22,MEXICO,YES,2024-04-09,"(b)(6), (b)(7)(C)",1994,MEXICO,Male,"wil general area, non-specific","(b)(6), (b)(7)(C)","(b)(6), (b)(7)(C), (b)(7)(E)","(b)(6), (b)(7)(C), (b)(7)(E)",075c74bdb12427e2d169dcd1f896915456ec7a6d,last_year,"federal, state or local incarceration",31,2024,3,01,2024-03-01,,,False,new hanover county,best guess,y
126,2025-06-04 10:21:00,north carolina,,atlanta area of responsibility,Fugitive Operations,ICE,Located,1 Convicted Criminal,8-Excluded/Removed - Inadmissibility,[8C] Excludable / Inadmissible - Administrative Final Order Issued,2025-06-26,JAMAICA,YES,2005-08-01,"(b)(6), (b)(7)(C)",1974,JAMAICA,Male,johnston county fugitive operations,"(b)(6), (b)(7)(C)","(b)(6), (b)(7)(C), (b)(7)(E)","(b)(6), (b)(7)(C), (b)(7)(E)",0771c4a90cf419ec3fb5009465757524fb416481,this_year,"non-custodial, located, traffic check or worksite enforcement",51,2025,6,01,2025-06-01,,,False,johnston county,,n
127,2024-08-13 11:40:00,north carolina,,atlanta area of responsibility,Fugitive Operations,ICE,Probation and Parole,1 Convicted Criminal,8-Excluded/Removed - Inadmissibility,[8C] Excludable / Inadmissible - Administrative Final Order Issued,2024-12-11,GUATEMALA,YES,2024-11-07,"(b)(6), (b)(7)(C)",1989,GUATEMALA,Male,"rdu general area, non-specific","(b)(6), (b)(7)(C)","(b)(6), (b)(7)(C), (b)(7)(E)","(b)(6), (b)(7)(C), (b)(7)(E)",0771c66c623464e58834445423994305461e2b1c,not in compare range,probation and parole,36,2024,8,01,2024-08-01,,,False,wake county,,y
128,2024-12-27 14:51:08,north carolina,,atlanta area of responsibility,ERO Criminal Alien Program,ICE,CAP Local Incarceration,1 Convicted Criminal,8-Excluded/Removed - Inadmissibility,[8C] Excludable / Inadmissible - Administrative Final Order Issued,2025-07-07,MEXICO,YES,2025-07-01,"(b)(6), (b)(7)(C)",1982,MEXICO,Male,new hanover county jail,"(b)(6), (b)(7)(C)","(b)(6), (b)(7)(C), (b)(7)(E)","(b)(6), (b)(7)(C), (b)(7)(E)",077aecaa75128d388e223e03ed04daf435779acf,not in compare range,"federal, state or local incarceration",43,2024,12,01,2024-12-01,,,False,new hanover county,,y
129,2023-09-28 10:06:00,nc,,atlanta area of responsibility,Alternatives to Detention,ICE,CAP Local Incarceration,3 Other Immigration Violator,ACTIVE,[8B] Excludable / Inadmissible - Under Adjudication by IJ,,,NO,,"(b)(6), (b)(7)(C)",1987,VENEZUELA,Male,"mecklenburg county, nc","(b)(6), (b)(7)(C)","(b)(6), (b)(7)(C), (b)(7)(E)","(b)(6), (b)(7)(C), (b)(7)(E)",077d45478f889c266faa0ced1a53cf9013e0f9ac,not in compare range,"federal, state or local incarceration",38,2023,9,01,2023-09-01,,,False,mecklenburg county,,y
130,2023-10-23 09:35:00,north carolina,,atlanta area of responsibility,ERO Criminal Alien Program,ICE,Non-Custodial Arrest,1 Convicted Criminal,6-Deported/Removed - Deportability,[3] Deportable - Administratively Final Order,2024-10-16,SENEGAL,YES,2023-12-19,"(b)(6), (b)(7)(C)",1980,SENEGAL,Male,"rdu general area, non-specific","(b)(6), (b)(7)(C)","(b)(6), (b)(7)(C), (b)(7)(E)","(b)(6), (b)(7)(C), (b)(7)(E)",078b41f4659f521095245027baae33acd0955c2b,not in compare range,"non-custodial, located, traffic check or worksite enforcement",45,2023,10,01,2023-10-01,,,False,wake county,,n
131,2025-02-13 07:24:00,north carolina,,atlanta area of responsibility,ERO Criminal Alien Program,ICE,CAP Local Incarceration,1 Convicted Criminal,8-Excluded/Removed - Inadmissibility,[8C] Excludable / Inadmissible - Administrative Final Order Issued,2025-03-21,MEXICO,YES,2025-03-14,"(b)(6), (b)(7)(C)",1991,MEXICO,Male,"mecklenburg county, nc","(b)(6), (b)(7)(C)","(b)(6), (b)(7)(C), (b)(7)(E)","(b)(6), (b)(7)(C), (b)(7)(E)",07aaf17ca382ec8e3c04e126e65929f01616d760,this_year,"federal, state or local incarceration",34,2025,2,01,2025-02-01,,,False,mecklenburg county,,y
132,2024-04-22 14:01:00,north carolina,,atlanta area of responsibility,ERO Criminal Alien Program,ICE,CAP Local Incarceration,1 Convicted Criminal,6-Deported/Removed - Deportability,[3] Deportable - Administratively Final Order,2024-05-13,MEXICO,YES,2022-06-27,"(b)(6), (b)(7)(C)",1989,MEXICO,Male,iredell county jail,"(b)(6), (b)(7)(C)","(b)(6), (b)(7)(C), (b)(7)(E)","(b)(6), (b)(7)(C), (b)(7)(E)",07b07d2c097b4015653be3fc8886d8d9d4f08977,last_year,"federal, state or local incarceration",36,2024,4,01,2024-04-01,,,False,iredell county,,y
133,2025-03-18 11:35:51,north carolina,,atlanta area of responsibility,ERO Criminal Alien Program,ICE,CAP Local Incarceration,1 Convicted Criminal,8-Excluded/Removed - Inadmissibility,[8C] Excludable / Inadmissible - Administrative Final Order Issued,2025-07-17,NICARAGUA,YES,2025-06-26,"(b)(6), (b)(7)(C)",1983,NICARAGUA,Male,ero charlotte,"(b)(6), (b)(7)(C)","(b)(6), (b)(7)(C), (b)(7)(E)","(b)(6), (b)(7)(C), (b)(7)(E)",07bfc53f3eea46f840fe579ce7b7f6724c002ff0,this_year,"federal, state or local incarceration",42,2025,3,01,2025-03-01,,,False,mecklenburg county,,y
134,2023-11-14 11:08:00,north carolina,,atlanta area of responsibility,Fugitive Operations,ICE,Non-Custodial Arrest,1 Convicted Criminal,8-Excluded/Removed - Inadmissibility,[16] Reinstated Final Order,2023-12-05,MEXICO,YES,2011-01-13,"(b)(6), (b)(7)(C)",1967,MEXICO,Male,durham county fugitive operations,"(b)(6), (b)(7)(C)","(b)(6), (b)(7)(C), (b)(7)(E)","(b)(6), (b)(7)(C), (b)(7)(E)",07c3480a1d5a56d9a9975d8ac361ff0acdfb7b01,not in compare range,"non-custodial, located, traffic check or worksite enforcement",58,2023,11,01,2023-11-01,,,False,durham county,,n
135,2025-03-27 11:07:00,north carolina,,atlanta area of responsibility,Alternatives to Detention,ICE,Non-Custodial Arrest,2 Pending Criminal Charges,ACTIVE,[8G] Expedited Removal - Credible Fear Referral,,,NO,,"(b)(6), (b)(7)(C)",1987,RUSSIA,Male,"mecklenburg county, nc","(b)(6), (b)(7)(C)","(b)(6), (b)(7)(C), (b)(7)(E)","(b)(6), (b)(7)(C), (b)(7)(E)",07e7dd16ec49ac837d06b45406a4b3fd2a4a553b,this_year,"non-custodial, located, traffic check or worksite enforcement",38,2025,3,01,2025-03-01,,,False,mecklenburg county,,n
136,2025-03-21 12:20:00,north carolina,,atlanta area of responsibility,ERO Criminal Alien Program,ICE,CAP Local Incarceration,1 Convicted Criminal,8-Excluded/Removed - Inadmissibility,[8C] Excludable / Inadmissible - Administrative Final Order Issued,2025-04-06,HONDURAS,YES,2023-07-25,"(b)(6), (b)(7)(C)",1993,HONDURAS,Male,wake county jail,"(b)(6), (b)(7)(C)","(b)(6), (b)(7)(C), (b)(7)(E)","(b)(6), (b)(7)(C), (b)(7)(E)",07f44dc59cf114273f8c6a871fd949065d7aa23c,this_year,"federal, state or local incarceration",32,2025,3,01,2025-03-01,,,False,wake county,,y
137,2023-12-08 09:35:00,north carolina,,atlanta area of responsibility,ERO Criminal Alien Program,ICE,CAP Federal Incarceration,1 Convicted Criminal,6-Deported/Removed - Deportability,[3] Deportable - Administratively Final Order,2024-01-17,MEXICO,YES,2024-01-09,"(b)(6), (b)(7)(C)",1984,MEXICO,Male,butner medical facility,"(b)(6), (b)(7)(C)","(b)(6), (b)(7)(C), (b)(7)(E)","(b)(6), (b)(7)(C), (b)(7)(E)",07f66a71668b49e8a0d38f0abb5cc9fb45ecbcbb,not in compare range,"federal, state or local incarceration",41,2023,12,01,2023-12-01,,,False,granville county,,y
138,2025-05-30 13:52:00,north carolina,,atlanta area of responsibility,Non-Detained Docket Control,ICE,CAP Local Incarceration,1 Convicted Criminal,ACTIVE,[16] Reinstated Final Order,,,YES,1998-11-16,"(b)(6), (b)(7)(C)",1974,EL SALVADOR,Male,ero charlotte,"(b)(6), (b)(7)(C)","(b)(6), (b)(7)(C), (b)(7)(E)","(b)(6), (b)(7)(C), (b)(7)(E)",080e403d07bcb807e669fcce0ba501503d37f5f0,this_year,"federal, state or local incarceration",51,2025,5,01,2025-05-01,,,False,mecklenburg county,,y
139,2023-10-19 09:50:00,north carolina,,atlanta area of responsibility,ERO Criminal Alien Program,ICE,Non-Custodial Arrest,2 Pending Criminal Charges,6-Deported/Removed - Deportability,[3] Deportable - Administratively Final Order,2024-01-02,MEXICO,YES,2023-12-13,"(b)(6), (b)(7)(C)",2000,MEXICO,Male,"rdu general area, non-specific","(b)(6), (b)(7)(C)","(b)(6), (b)(7)(C), (b)(7)(E)","(b)(6), (b)(7)(C), (b)(7)(E)",08278351f5b2ab2599d8b57e7d70974b61332fb4,not in compare range,"non-custodial, located, traffic check or worksite enforcement",25,2023,10,01,2023-10-01,,,False,wake county,,n
140,2025-06-14 10:11:18,north carolina,,atlanta area of responsibility,287G Program,ICE,287(g) Program,2 Pending Criminal Charges,ACTIVE,[8B] Excludable / Inadmissible - Under Adjudication by IJ,,,NO,,"(b)(6), (b)(7)(C)",1992,EL SALVADOR,Male,gaston county jail 287g,"(b)(6), (b)(7)(C)","(b)(6), (b)(7)(C), (b)(7)(E)","(b)(6), (b)(7)(C), (b)(7)(E)",082b7e9923bf4b4347a6290172973e6681287394,this_year,287g,33,2025,6,01,2025-06-01,,,False,gaston county,,y
141,2024-12-26 09:20:00,north carolina,,atlanta area of responsibility,ERO Criminal Alien Program,ICE,CAP Local Incarceration,2 Pending Criminal Charges,ACTIVE,[8B] Excludable / Inadmissible - Under Adjudication by IJ,,,NO,,"(b)(6), (b)(7)(C)",1984,NICARAGUA,Male,"mecklenburg county, nc","(b)(6), (b)(7)(C)","(b)(6), (b)(7)(C), (b)(7)(E)","(b)(6), (b)(7)(C), (b)(7)(E)",082ccf711aeda3c0f89ee8cd56f6efa8d3151332,not in compare range,"federal, state or local incarceration",41,2024,12,01,2024-12-01,,,False,mecklenburg county,,y
142,2024-10-29 15:56:00,north carolina,,atlanta area of responsibility,Alternatives to Detention,ICE,Located,3 Other Immigration Violator,ACTIVE,[8B] Excludable / Inadmissible - Under Adjudication by IJ,,,NO,,"(b)(6), (b)(7)(C)",2004,NICARAGUA,Male,"mecklenburg county, nc","(b)(6), (b)(7)(C)","(b)(6), (b)(7)(C), (b)(7)(E)","(b)(6), (b)(7)(C), (b)(7)(E)",082de9f09f52c0e3f7daadaf1c436d212e69f3b2,not in compare range,"non-custodial, located, traffic check or worksite enforcement",21,2024,10,01,2024-10-01,,,False,mecklenburg county,,n
143,2024-04-22 09:25:00,north carolina,,atlanta area of responsibility,Fugitive Operations,ICE,Probation and Parole,1 Convicted Criminal,8-Excluded/Removed - Inadmissibility,[8C] Excludable / Inadmissible - Administrative Final Order Issued,2024-05-08,MEXICO,YES,2011-07-21,"(b)(6), (b)(7)(C)",1991,MEXICO,Male,wake county fugitive operations,"(b)(6), (b)(7)(C)","(b)(6), (b)(7)(C), (b)(7)(E)","(b)(6), (b)(7)(C), (b)(7)(E)",083268f923c25dcd378cb09ca79da8f0ee558926,last_year,probation and parole,34,2024,4,01,2024-04-01,,,False,wake county,,y
144,2025-01-16 12:49:13,north carolina,,atlanta area of responsibility,ERO Criminal Alien Program,ICE,CAP State Incarceration,1 Convicted Criminal,6-Deported/Removed - Deportability,[3] Deportable - Administratively Final Order,2025-02-17,MEXICO,YES,2025-02-05,"(b)(6), (b)(7)(C)",1969,MEXICO,Male,nc department of corrections,"(b)(6), (b)(7)(C)","(b)(6), (b)(7)(C), (b)(7)(E)","(b)(6), (b)(7)(C), (b)(7)(E)",0833bee2d641fefcf8e7c944d324597162ff1965,not in compare range,"federal, state or local incarceration",56,2025,1,01,2025-01-01,,,False,not listed,,y
